Brazil;Ontario;Peru;Central America;Alaska;Greenland;Quebec;Argentina;Venezuela;Northwest Territory;,Brazil&1;Ontario&1;Peru&1;Central America&1;Alaska&1;Greenland&0;Quebec&0;Argentina&0;Venezuela&0;Northwest Territory&0;,1.0,1.0
Brazil;Ontario;Western United States;Eastern United States;Greenland;Quebec;Peru;Alberta;Argentina;Venezuela;,Brazil&1;Ontario&1;Western United States&1;Eastern United States&1;Greenland&1;Quebec&0;Peru&0;Alberta&0;Argentina&0;Venezuela&0;,0.0,0.99
Brazil;Peru;Eastern United States;Alaska;Central America;Western United States;Argentina;Venezuela;Northwest Territory;,Brazil&1;Peru&1;Eastern United States&1;Alaska&1;Central America&1;Western United States&0;Argentina&0;Venezuela&0;Northwest Territory&0;,1.0,1.0
Brazil;Greenland;Western United States;Central America;Eastern United States;Quebec;Peru;Argentina;Venezuela;Northwest Territory;,Brazil&1;Greenland&1;Western United States&1;Central America&1;Eastern United States&1;Quebec&0;Peru&0;Argentina&0;Venezuela&0;Northwest Territory&0;,23.21786406008531,0.7778213593991465
Greenland;Alaska;Quebec;Argentina;Northwest Territory;,Greenland&1;Alaska&1;Quebec&1;Argentina&0;Northwest Territory&0;,-3.9701000000000004,0.9702989999999999
Brazil;Alaska;Eastern United States;Peru;Argentina;Venezuela;,Brazil&1;Alaska&1;Eastern United States&1;Peru&1;Argentina&1;Venezuela&0;,1.9901,0.9702989999999999
Ontario;Central America;Greenland;Quebec;Northwest Territory;,Ontario&1;Central America&1;Greenland&1;Quebec&0;Northwest Territory&0;,-1.0,1.0
Brazil;Central America;Eastern United States;Peru;Alberta;Argentina;Venezuela;Northwest Territory;,Brazil&1;Central America&1;Eastern United States&1;Peru&1;Alberta&1;Argentina&0;Venezuela&0;Northwest Territory&0;,1.0,1.0
Brazil;Peru;Alaska;Western United States;Argentina;Northwest Territory;,Brazil&1;Peru&1;Alaska&1;Western United States&0;Argentina&0;Northwest Territory&0;,0.0,0.99
Brazil;Greenland;Central America;Eastern United States;,Brazil&1;Greenland&1;Central America&1;Eastern United States&0;,0.0,0.99
Greenland;Western United States;Central America;Ontario;Venezuela;Northwest Territory;,Greenland&1;Western United States&1;Central America&1;Ontario&0;Venezuela&0;Northwest Territory&0;,-1.0,1.0
Greenland;Western United States;Alaska;Quebec;Peru;Alberta;Argentina;Northwest Territory;,Greenland&1;Western United States&1;Alaska&1;Quebec&0;Peru&0;Alberta&0;Argentina&0;Northwest Territory&0;,-1.0,1.0
Alaska;Ontario;Western United States;,Alaska&1;Ontario&1;Western United States&1;,-1.0,1.0
Brazil;Greenland;Peru;Central America;Quebec;Western United States;Alberta;Argentina;Venezuela;Northwest Territory;,Brazil&1;Greenland&1;Peru&1;Central America&1;Quebec&1;Western United States&0;Alberta&0;Argentina&0;Venezuela&0;Northwest Territory&0;,1.0,1.0
Ontario;Central America;Alaska;Greenland;Quebec;Peru;Venezuela;,Ontario&1;Central America&1;Alaska&1;Greenland&18;Quebec&1;Peru&1;Venezuela&17;,-1.0,1.0
Central America;Alaska;Western United States;Alberta;Argentina;Venezuela;,Central America&1;Alaska&1;Western United States&1;Alberta&0;Argentina&0;Venezuela&0;,-2.0,0.99
Brazil;Ontario;Western United States;Central America;Eastern United States;Peru;Argentina;,Brazil&6;Ontario&3;Western United States&1;Central America&1;Eastern United States&14;Peru&1;Argentina&14;,2.0,0.99
Brazil;Ontario;Western United States;Central America;Eastern United States;Peru;Argentina;,Brazil&1;Ontario&1;Western United States&1;Central America&0;Eastern United States&0;Peru&0;Argentina&0;,2.0,0.99
Greenland;Eastern United States;Alaska;Central America;Ontario;Quebec;Western United States;Alberta;Argentina;Northwest Territory;,Greenland&1;Eastern United States&1;Alaska&1;Central America&1;Ontario&1;Quebec&1;Western United States&1;Alberta&1;Argentina&0;Northwest Territory&0;,4.9500049601,0.9414801494009999
Brazil;Central America;Alaska;Eastern United States;Western United States;Venezuela;,Brazil&1;Central America&1;Alaska&1;Eastern United States&0;Western United States&0;Venezuela&0;,-2.0,0.99
Alaska;Greenland;Northwest Territory;,Alaska&1;Greenland&1;Northwest Territory&1;,-61.72868862224314,0.032478903417210436
Brazil;Greenland;Western United States;Eastern United States;Alaska;Ontario;Quebec;Peru;Alberta;Argentina;Venezuela;Northwest Territory;,Brazil&1;Greenland&1;Western United States&1;Eastern United States&1;Alaska&1;Ontario&1;Quebec&0;Peru&0;Alberta&0;Argentina&0;Venezuela&0;Northwest Territory&0;,2.0,0.99
Greenland;Alaska;Quebec;Peru;Northwest Territory;,Greenland&1;Alaska&1;Quebec&1;Peru&0;Northwest Territory&0;,1.0,1.0
Brazil;Ontario;Western United States;Eastern United States;Central America;Quebec;Peru;Alberta;Argentina;Venezuela;Northwest Territory;,Brazil&1;Ontario&1;Western United States&1;Eastern United States&1;Central America&1;Quebec&0;Peru&0;Alberta&0;Argentina&0;Venezuela&0;Northwest Territory&0;,14.994164535871144,0.8600583546412883
Brazil;Western United States;Central America;Eastern United States;Quebec;Peru;Argentina;Venezuela;,Brazil&1;Western United States&1;Central America&1;Eastern United States&1;Quebec&1;Peru&0;Argentina&0;Venezuela&0;,73.13868387018778,0.004395467595536362
Greenland;Central America;Alaska;Eastern United States;Quebec;Peru;Alberta;Argentina;Northwest Territory;,Greenland&1;Central America&1;Alaska&1;Eastern United States&0;Quebec&0;Peru&0;Alberta&0;Argentina&0;Northwest Territory&0;,-1.0,1.0
Greenland;Central America;Eastern United States;Quebec;Argentina;,Greenland&1;Central America&1;Eastern United States&1;Quebec&0;Argentina&0;,1.0,1.0
Brazil;Ontario;Western United States;Eastern United States;Central America;Greenland;Peru;Alberta;Argentina;Venezuela;Northwest Territory;,Brazil&1;Ontario&1;Western United States&1;Eastern United States&1;Central America&1;Greenland&0;Peru&0;Alberta&0;Argentina&0;Venezuela&0;Northwest Territory&0;,2.99,0.9801
Ontario;Western United States;Eastern United States;Alaska;Central America;Peru;Alberta;Argentina;Northwest Territory;,Ontario&1;Western United States&1;Eastern United States&1;Alaska&0;Central America&0;Peru&0;Alberta&0;Argentina&0;Northwest Territory&0;,-2.0,0.99
